income,credit_score,loan_amount,employment_length_years,loan_status,loan_to_income,high_loan_stress,stress_index,credit_tier_Fair,credit_tier_Good,credit_tier_Very Good,credit_tier_Excellent,emp_category_New,emp_category_Stable
21368.76,677,5000.0,38,0,0.23398643627426208,0,0.29377912973873377,0,1,0,0,0,0
39824.4,753,10000.0,22,1,0.2511023392693926,0,0.2834488557489824,0,0,1,0,0,0
37606.24,779,5000.0,19,0,0.13295665825671485,0,0.14507465920180695,0,0,1,0,0,0
18291.98,681,15000.0,20,1,0.8200315110775324,1,1.0235341915064649,0,1,0,0,0,0
36271.225,679,15000.0,26,0,0.4135509622297014,0,0.5177000263552963,0,1,0,0,0,0
50841.63,671,25000.0,4,0,0.49172302304233756,0,0.6228980172667465,0,1,0,0,0,1
69552.06,699,15000.0,16,0,0.21566579048844853,0,0.26225453778995883,0,1,0,0,0,0
68342.1,656,10000.0,33,1,0.14632269128399625,0,0.1895949505966415,1,0,0,0,0,0
15889.26,650,15000.0,8,1,0.9440338945929515,1,1.2345058621600136,1,0,0,0,0,0
20687.91,770,25000.0,33,1,1.2084352648479233,1,1.333986980676279,0,0,1,0,0,0
49465.03,802,20000.0,9,0,0.40432604609761685,0,0.4285251112007161,0,0,0,1,0,0
49427.96,499,20000.0,1,1,0.4046292826974854,0,0.6892482771400051,0,0,0,0,0,1
49465.39,651,10000.0,24,0,0.2021615517435524,0,0.26395901533336336,1,0,0,0,0,0
97148.71499999998,581,25000.0,2,0,0.25733742335140514,0,0.3764833215984413,1,0,0,0,0,1
51150.85,619,15000.0,33,1,0.29325025879335337,0,0.4026861388923269,1,0,0,0,0,0
71778.44,690,25000.0,6,0,0.348294000259688,0,0.429057826406862,0,1,0,0,0,0
64369.88,717,5000.0,27,0,0.07767608080052348,0,0.09208461461707804,0,1,0,0,0,0
53682.09,639,25000.0,8,1,0.4657046698442628,0,0.6194819551918989,1,0,0,0,0,0
30056.63,459,15000.0,10,1,0.4990579449525778,0,0.9241813795418107,0,0,0,0,0,0
57261.37,553,10000.0,28,0,0.17463780555721944,0,0.26843062337004797,0,0,0,0,0,0
22840.83,740,5000.0,15,0,0.2189062306404802,0,0.251446346005957,0,1,0,0,0,0
31505.23,376,25000.0,38,1,0.7935190442983594,1,1.7938595416319294,0,0,0,0,0,0
27140.49,769,20000.0,28,0,0.7369063712556405,1,0.8145258980068849,0,0,1,0,0,0
38144.03,702,15000.0,12,0,0.3932463350096988,0,0.4761529697410883,0,1,0,0,0,0
97148.71499999998,782,10000.0,34,0,0.10293496934056207,0,0.11188583623974137,0,0,1,0,0,0
11844.76,630,15000.0,10,1,1.2663827717910705,1,1.7086116762260475,1,0,0,0,0,0
54817.03,444,25000.0,34,1,0.4560626506032888,0,0.8730929121909808,0,0,0,0,0,0
13799.26,693,10000.0,7,1,0.7246765406260915,1,0.8888528997578323,0,1,0,0,0,0
27360.1,777,20000.0,6,1,0.7309914802942972,1,0.799668929536876,0,0,1,0,0,0
69798.68,742,5000.0,4,0,0.07163459251664932,0,0.0820611908883449,0,0,1,0,0,1
37743.48,584,25000.0,5,1,0.6623660563360877,1,0.9640601847357442,1,0,0,0,0,1
19022.03,659,10000.0,34,1,0.5257062469147615,1,0.6780733078566727,1,0,0,0,0,0
23642.89,597,5000.0,29,0,0.21148006863797109,0,0.30110227528019334,1,0,0,0,0,0
54598.33,568,10000.0,10,1,0.1831557851677881,0,0.2740887630151759,0,0,0,0,0,0
23430.18,746,25000.0,37,1,1.0669999120792073,1,1.21575057006344,0,0,1,0,0,0
41351.96,530,10000.0,26,1,0.24182650592620036,0,0.3878349623344723,0,0,0,0,0,0
37322.18,561,20000.0,20,1,0.5358743781847685,1,0.8119308760375279,0,0,0,0,0,0
24564.06,540,10000.0,13,1,0.4070988264969227,0,0.6408037083747857,0,0,0,0,0,0
97148.71499999998,501,25000.0,34,0,0.25733742335140514,0,0.43660041885966944,0,0,0,0,0,0
53122.26,665,10000.0,28,1,0.1882450031305144,0,0.24061391377584548,1,0,0,0,0,0
10774.25,766,5000.0,23,0,0.464069424785948,0,0.5149595444752687,0,0,1,0,0,0
40614.18,632,5000.0,35,1,0.12310971192819847,0,0.16557477078950744,1,0,0,0,0,0
24414.39,499,15000.0,31,1,0.6143917583031975,1,1.046559107330096,0,0,0,0,0,0
60564.25,734,15000.0,5,0,0.247670861935878,0,0.28681230605653446,0,1,0,0,0,1
22572.5,819,20000.0,9,1,0.886033890796323,1,0.919571193134157,0,0,0,1,0,0
33899.59,585,5000.0,19,1,0.14749440922441837,0,0.2143081159671036,1,0,0,0,0,0
49167.71,602,15000.0,19,1,0.30507827189836584,0,0.4307583573315797,1,0,0,0,0,0
61050.28,702,10000.0,25,0,0.16379941254978683,0,0.19833262203321766,0,1,0,0,0,0
17673.51,812,20000.0,20,1,1.1316371224504924,1,1.1845955099543333,0,0,0,1,0,0
29711.79,598,25000.0,22,1,0.841416824768888,1,1.1959938144708275,1,0,0,0,0,0
27310.67,517,15000.0,11,1,0.5492358847293018,1,0.9029990367889875,0,0,0,0,0,0
24538.59,713,15000.0,12,1,0.6112820663289944,1,0.7287373862267114,0,1,0,0,0,0
97148.71499999998,730,5000.0,9,0,0.05146748467028103,0,0.05992789310923134,0,1,0,0,0,0
46304.25,651,20000.0,6,1,0.4319257951483935,0,0.5639584114840775,1,0,0,0,0,0
17042.57,594,5000.0,36,0,0.29338298155735903,0,0.4198241318581737,1,0,0,0,0,0
62989.11,749,5000.0,11,1,0.07937880055774721,0,0.09008275096673582,0,0,1,0,0,0
97148.71499999998,703,20000.0,24,0,0.20586993868112413,0,0.24891813354047726,0,1,0,0,0,0
67472.75,573,10000.0,1,1,0.14820798025869703,0,0.21985477001726436,0,0,0,0,0,1
14594.18,655,15000.0,39,1,1.0278069751092558,1,1.3337953112104846,1,0,0,0,0,0
27158.89,515,5000.0,25,1,0.18410178030103588,0,0.3038573072929719,0,0,0,0,0,0
77663.97,719,15000.0,39,0,0.1931397532214745,0,0.22832933273748726,0,1,0,0,0,0
23751.44,624,20000.0,4,1,0.8420542080816995,1,1.1470289693420586,1,0,0,0,0,1
47395.93,606,10000.0,7,1,0.21098858066504866,0,0.2959410784905798,1,0,0,0,0,0
57802.1,647,25000.0,8,0,0.43251023751732204,0,0.5682128313596966,1,0,0,0,0,0
20823.59,654,10000.0,38,0,0.4802245914369232,0,0.6241451111947779,1,0,0,0,0,0
35041.38,739,20000.0,19,1,0.5707537773911873,1,0.656482693887022,0,1,0,0,0,0
5193.9,709,10000.0,10,1,1.925335489709082,1,2.30823013575842,0,1,0,0,0,0
19640.86,634,25000.0,39,1,1.272856687538122,1,1.7065113318728766,1,0,0,0,0,0
31208.92,726,5000.0,21,0,0.16021060645482127,0,0.18757440149669158,0,1,0,0,0,0
17177.06,690,10000.0,15,1,0.5821718035566039,1,0.7171681638016135,0,1,0,0,0,0
96707.55,607,20000.0,37,1,0.20680908574356396,0,0.28960086142014724,1,0,0,0,0,0
15396.8,638,10000.0,9,1,0.6494856073989401,1,0.8653021415189641,1,0,0,0,0,0
27888.6,635,25000.0,24,1,0.8964236282925641,1,1.1999371402341408,1,0,0,0,0,0
39278.96,701,20000.0,18,1,0.5091784507532786,1,0.6174061100432051,0,1,0,0,0,0
86229.19,613,10000.0,3,0,0.11597000969161371,0,0.16080670185623433,1,0,0,0,0,1
15344.04,611,20000.0,18,1,1.3034376865545187,1,1.8132930173017034,1,0,0,0,0,0
72976.9,847,25000.0,2,0,0.34257415702777183,0,0.34378752476222674,0,0,0,1,0,1
36539.16,744,5000.0,16,1,0.13683948946828553,0,0.15633543823661655,0,0,1,0,0,0
20152.73,574,25000.0,13,1,1.2405267177201302,1,1.8370169164845134,0,0,0,0,0,0
47918.75,707,5000.0,9,1,0.10434328942219903,0,0.12544808487817422,0,1,0,0,0,0
40922.52,662,15000.0,5,1,0.3665463417208911,0,0.47064107320658227,1,0,0,0,0,1
25333.17,689,25000.0,30,1,0.9868484678388059,1,1.2174473115573077,0,1,0,0,0,0
37868.74,664,5000.0,30,0,0.13203502413864313,0,0.1690207387316968,1,0,0,0,0,0
28819.62,769,15000.0,8,1,0.5204787571800045,1,0.5753016171690557,0,0,1,0,0,0
38875.15,685,15000.0,11,1,0.3858506012195451,0,0.4787927168417713,0,1,0,0,0,0
54029.12,644,15000.0,25,0,0.2776280642734881,0,0.3664345568827094,1,0,0,0,0,0
94052.66,754,20000.0,1,1,0.21264682997801443,0,0.2397212274287961,0,0,1,0,0,1
17280.1,673,25000.0,3,1,1.4467508868582937,1,1.8272485198061659,0,1,0,0,0,1
97148.71499999998,662,25000.0,31,0,0.25733742335140514,0,0.33041814176539935,1,0,0,0,0,0
11257.02,681,25000.0,27,1,2.2208364202959574,1,2.771969100222561,0,1,0,0,0,0
33154.34,641,25000.0,5,1,0.7540490928186175,1,0.9999090934412245,1,0,0,0,0,1
